Gender,Class year,What type of financial aid do you receive from Brown?,Are you currently on a varsity sports team?,How would you describe your sexual orientation?,Race/ethnicity (check all that apply),Concentration area(s),"Are you a legacy student (i.e. you have a parent, grandparent or sibling who attended Brown)?",Do you identify as a first-generation college student?,Were you a domestic or international applicant when you applied to Brown?,"Are you involved with a Greek life organization? (sorority of fraternity, NOT program housing) ",Do you live on or off campus?,Do you approve or disapprove of the way Christina Paxson is handling her job as the president of the University?,Do you approve or disapprove of the way the Undergraduate Council of Students is handling its job?,How satisfied are you with the available meal plan options?,"If the 2020 Democratic primary were held today, which candidate would you vote for?","Taking all things together, how happy would you say you are?",What do you think is the most important issue facing this country today?,How safe do you feel outside on campus after dark?,How safe do you feel outside in areas surrounding campus after dark? (incl. Thayer Street) ,How satisfied are you with your current housing situation?,How often do you use an E-cigarette (e.g. JUUL)?,What type of romantic or sexual relationship are you in right now?,What type of romantic or sexual relationship do you want right now?
Female,Junior,None,No,Other,Asian,Humanities/arts,No,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Elizabeth Warren,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Consistent hook-ups with one other person,Casual hook-ups with multiple people
Female,Sophomore,None,No,Gay,White,Humanities/arts,No,No,Domestic,No,On campus,Somewhat approve,No opinion,Somewhat satisfied,Elizabeth Warren,Very happy,Environment/Climate change,Very safe,Very safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,No,On campus,No opinion,No opinion,Very dissatisfied,Kamala Harris,Not very happy,Environment/Climate change,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Once a week,Consistent hook-ups with one other person,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS), Business (BEO or econ)",No,No,International,No,On campus,No opinion,No opinion,Somewhat dissatisfied,I am ineligible to vote,Somewhat happy,Current government leadership,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Other
Female,Junior,None,No,Bisexual,White,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,Domestic,Yes,On campus,Somewhat approve,No opinion,Somewhat satisfied,Elizabeth Warren,Very happy,Environment/Climate change,Somewhat safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Elizabeth Warren,Somewhat happy,Gun control,Somewhat safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Casual hook-ups with multiple people
Female,Junior,None,No,Heterosexual,"White, Hispanic",Humanities/arts,No,No,Domestic,Yes,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Elizabeth Warren,Not very happy,Gun control,Somewhat unsafe,Somewhat unsafe,Somewhat unsatisfied,Never,Not in any kind of relationship,Consistent hook-ups with one other person
Female,First-year,None,No,Bisexual,Asian,Social sciences (not incl. BEO or econ),No,No,International,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Andrew Yang,Somewhat happy,Environment/Climate change,Very unsafe,Very unsafe,Somewhat unsatisfied,Once or twice a month,Consistent hook-ups with multiple people,Exclusive relationship with one other person
Male,First-year,None,No,Bisexual,Asian,"Humanities/arts, Life sciences",No,No,Domestic,No,On campus,No opinion,No opinion,Very dissatisfied,Bernie Sanders,Somewhat happy,Environment/Climate change,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Do not know
Male,Junior,"Grants, covering some costs",No,Heterosexual,White,Humanities/arts,No,No,Domestic,No,On campus,Strongly disapprove,Somewhat approve,Somewhat dissatisfied,Elizabeth Warren,Somewhat happy,Environment/Climate change,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Do not know
Male,Sophomore,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS), Business (BEO or econ)",No,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Andrew Yang,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Male,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,No,On campus,No opinion,No opinion,Somewhat dissatisfied,I am ineligible to vote,Somewhat happy,Gun control,Somewhat safe,Somewhat unsafe,Somewhat unsatisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,Asian,Life sciences,No,No,Domestic,No,On campus,No opinion,Somewhat approve,Somewhat dissatisfied,Beto O'Rourke,Somewhat happy,Gun control,Somewhat safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,Other,Social sciences (not incl. BEO or econ),Yes,No,Domestic,No,On campus,No opinion,Somewhat disapprove,Somewhat dissatisfied,Joe Biden,Somewhat happy,Gap between rich and poor,Very safe,Very safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Junior,"Grants, covering some costs",No,Heterosexual,Asian,Life sciences,No,Yes,Domestic,No,On campus,Somewhat approve,Somewhat approve,Somewhat dissatisfied,Elizabeth Warren,Somewhat happy,Healthcare,Somewhat safe,Somewhat unsafe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Junior,"Grants, covering some costs",No,Heterosexual,White,Life sciences,No,Yes,Domestic,No,Off campus,No opinion,No opinion,Very dissatisfied,Pete Buttigieg,Somewhat happy,Environment/Climate change,Somewhat safe,Very safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Sophomore,"Grants, covering some costs",No,Heterosexual,Hispanic,Humanities/arts,No,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Pete Buttigieg,Somewhat happy,Environment/Climate change,Somewhat unsafe,Very unsafe,Somewhat satisfied,Once or twice a month,Consistent hook-ups with multiple people,Exclusive relationship with one other person
Female,First-year,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,Yes,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,I am unsure,Somewhat happy,Gun control,Somewhat safe,Somewhat unsafe,Very satisfied,Never,Not in any kind of relationship,Do not know
Male,First-year,"Grants, covering some costs",No,Heterosexual,Asian,Life sciences,No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,I do not plan on voting,Somewhat happy,Gun control,Very safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,"Grants, covering some costs",No,Heterosexual,Asian,"Humanities/arts, Life sciences",No,No,Domestic,No,On campus,Somewhat approve,No opinion,Very dissatisfied,I am unsure,Somewhat happy,Gun control,Somewhat unsafe,Somewhat unsafe,Somewhat unsatisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,Native Hawaiian/Pacific Islander,"Life sciences, Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,I do not plan on voting,Somewhat happy,Poverty/Homelessness,Somewhat safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,"Grants, covering some costs",No,Heterosexual,Hispanic,Humanities/arts,No,No,Domestic,No,On campus,No opinion,Strongly approve,Somewhat dissatisfied,Elizabeth Warren,Very happy,Current government leadership,Very safe,Somewhat unsafe,Very satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Male,First-year,"Grants, covering all costs",No,Heterosexual,Black,"Humanities/arts, Physical sciences (incl. math, CS)",No,Yes,International,No,On campus,No opinion,No opinion,Somewhat satisfied,I am unsure,Don't know,Environment/Climate change,Very safe,Very safe,Very satisfied,Never,Not in any kind of relationship,Do not know
Female,Junior,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No,Off campus,Strongly approve,Strongly approve,Very satisfied,Joe Biden,Very happy,Healthcare,Very safe,Somewhat safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Junior,"Grants, covering all costs",No,Heterosexual,Hispanic,Social sciences (not incl. BEO or econ),No,Yes,Domestic,No,On campus,Somewhat approve,Somewhat approve,Somewhat dissatisfied,I am unsure,Very happy,Immigration,Somewhat unsafe,Somewhat unsafe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,First-year,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat approve,No opinion,Somewhat dissatisfied,Kamala Harris,Very happy,Environment/Climate change,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Do not know,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,White,Social sciences (not incl. BEO or econ),No,No,International,No,On campus,Somewhat approve,No opinion,Somewhat satisfied,Kamala Harris,Somewhat happy,Environment/Climate change,Somewhat safe,Very safe,Very satisfied,Once or twice a month,Casual hook-ups with multiple people,Consistent hook-ups with one other person
Female,First-year,None,Yes,Heterosexual,White,Life sciences,Yes,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Very satisfied,Elizabeth Warren,Very happy,Immigration,Somewhat safe,Somewhat unsafe,Very satisfied,Once a week,Casual hook-ups with multiple people,Consistent hook-ups with one other person
Female,Junior,None,No,Heterosexual,Asian,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat disapprove,No opinion,Very dissatisfied,Kamala Harris,Somewhat happy,Healthcare,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Senior,None,No,Heterosexual,Hispanic,Social sciences (not incl. BEO or econ),No,No,Domestic,Yes,Off campus,Strongly approve,No opinion,Somewhat satisfied,Kamala Harris,Very happy,Poverty/Homelessness,Very safe,Somewhat safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",Yes,No,Domestic,No,On campus,Somewhat disapprove,Somewhat approve,Somewhat satisfied,I am unsure,Somewhat happy,Current government leadership,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,Senior,"Grants, covering some costs",No,Heterosexual,Hispanic,"Physical sciences (incl. math, CS)",No,Yes,Domestic,No,Off campus,No opinion,No opinion,Somewhat dissatisfied,I do not plan on voting,Very happy,Gap between rich and poor,Somewhat safe,Somewhat safe,Somewhat unsatisfied,Daily,Not in any kind of relationship,Exclusive relationship with one other person
Male,Junior,None,No,Gay,Asian,"Physical sciences (incl. math, CS)",No,No,International,No,On campus,Somewhat approve,No opinion,Somewhat satisfied,Bernie Sanders,Somewhat happy,Immigration,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,Junior,None,No,Heterosexual,White,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,Domestic,No,On campus,Somewhat approve,Strongly approve,Very dissatisfied,Pete Buttigieg,Somewhat happy,Healthcare,Very safe,Very safe,Somewhat unsatisfied,Never,Not in any kind of relationship,Do not know
Male,Senior,None,No,Heterosexual,White,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,Domestic,No,Off campus,Somewhat disapprove,Somewhat disapprove,Very dissatisfied,Bernie Sanders,Somewhat happy,Environment/Climate change,Very safe,Very safe,Somewhat satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,First-year,None,No,Bisexual,White,Humanities/arts,Yes,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Kamala Harris,Very happy,Environment/Climate change,Somewhat unsafe,Somewhat unsafe,Somewhat satisfied,Once or twice a month,Not in any kind of relationship,Consistent hook-ups with multiple people
Female,Junior,None,No,Heterosexual,White,Social sciences (not incl. BEO or econ),No,No,Domestic,Yes,Off campus,Somewhat approve,Somewhat approve,Somewhat satisfied,Joe Biden,Very happy,National debt,Somewhat safe,Somewhat unsafe,Very satisfied,Never,Casual hook-ups with multiple people,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat approve,No opinion,Very satisfied,Elizabeth Warren,Somewhat happy,Environment/Climate change,Somewhat unsafe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Female,Senior,"Grants, covering some costs",No,Other,White,"Life sciences, Social sciences (not incl. BEO or econ)",No,No,Domestic,Yes,Off campus,Somewhat approve,No opinion,Somewhat dissatisfied,Bernie Sanders,Very happy,Gap between rich and poor,Very safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Do not know
Male,First-year,"Grants, covering some costs",No,Heterosexual,White,Life sciences,No,No,Domestic,No,Off campus,No opinion,Somewhat approve,Somewhat satisfied,Joe Biden,Very happy,Healthcare,Very safe,Very safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Male,First-year,"Grants, covering some costs",Yes,Gay,Black,Life sciences,No,No,Domestic,No,On campus,No opinion,No opinion,Very satisfied,I am unsure,Very happy,Race relations/Racism,Very safe,Very safe,Somewhat satisfied,Daily,Not in any kind of relationship,Exclusive relationship with one other person
Male,First-year,None,No,Gay,Black,Life sciences,No,Yes,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,I am unsure,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Casual hook-ups with multiple people,Consistent hook-ups with one other person
Male,First-year,"Grants, covering all costs",No,Gay,Black,"Physical sciences (incl. math, CS), Business (BEO or econ)",No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Cory Booker,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Casual hook-ups with multiple people,Exclusive relationship with one other person
Male,Senior,None,No,Gay,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,Yes,Off campus,Somewhat disapprove,Somewhat approve,Very dissatisfied,Elizabeth Warren,Somewhat happy,Healthcare,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Daily,Casual hook-ups with multiple people,Casual hook-ups with multiple people
Female,Senior,"Grants, covering all costs",No,Heterosexual,Hispanic,Social sciences (not incl. BEO or econ),No,Yes,Domestic,Yes,On campus,Somewhat approve,Somewhat approve,Somewhat dissatisfied,Elizabeth Warren,Somewhat happy,Poverty/Homelessness,Somewhat unsafe,Somewhat unsafe,Somewhat satisfied,Never,Do not know,Not in any kind of relationship
